gt,pred,score
CheckVitals,PlaceIV,0.485689
BloodPressureCuff,BloodPressureCuff,0.873284
OralAirway,OralAirway,0.334676
Intubation,Intubation,0.286414
PlaceIV,WrapWound,0.404777
Bagging,BloodPressureCuff,0.808089
CheckVitals,CheckVitals,0.391358
CPR,CPR,0.411385
Intubation,Intubation,0.785935
Bagging,BloodPressureCuff,0.521677
BloodPressureCuff,Tourniquet,0.663062
Bagging,OralAirway,0.476531
CheckVitals,CheckVitals,0.477719
ChestTube,ChestTube,0.719975
Intubation,BloodPressureCuff,0.60561
OralAirway,OralAirway,0.602403
CPR,CPR,0.616305
Bagging,BloodPressureCuff,0.542764
Tourniquet,Tourniquet,0.99943
CPR,Tourniquet,0.478522
Intubation,ChestTube,0.432056
Tourniquet,Tourniquet,0.515983
PlaceIV,PlaceIV,0.971797
Intubation,Intubation,0.863474
Tourniquet,Bagging,0.931014
WrapWound,WrapWound,0.461182
ChestTube,PlaceIV,0.727664
WrapWound,WrapWound,0.742859
CheckVitals,CheckVitals,0.349632
Bagging,Bagging,0.872375
PlaceIV,PlaceIV,0.366428
WrapWound,WrapWound,0.571393
Intubation,ChestTube,0.774733
ChestTube,PlaceIV,0.603057
Intubation,PlaceIV,0.412711
Bagging,BloodPressureCuff,0.764457
Tourniquet,CPR,0.231873
WrapWound,CheckVitals,0.406685
BloodPressureCuff,Tourniquet,0.358709
BloodPressureCuff,BloodPressureCuff,0.757291
ChestTube,CheckVitals,0.462894
Intubation,Intubation,0.402835
Tourniquet,Tourniquet,0.784173
ChestTube,CheckVitals,0.79631
OralAirway,OralAirway,0.946008
Intubation,Intubation,0.690983
CPR,CPR,0.932626
WrapWound,OralAirway,0.546406
WrapWound,OralAirway,0.553521
Bagging,Bagging,0.52339
OralAirway,OralAirway,0.667937
Bagging,Bagging,0.824839
OralAirway,OralAirway,0.539589
ChestTube,PlaceIV,0.405731
BloodPressureCuff,BloodPressureCuff,0.397102
Tourniquet,Tourniquet,0.37998
Tourniquet,Tourniquet,0.272142
Tourniquet,CPR,0.210213
Bagging,Bagging,0.989295
Tourniquet,Tourniquet,0.227259
Tourniquet,Tourniquet,0.998336
CheckVitals,Bagging,0.342111
PlaceIV,PlaceIV,0.938975
ChestTube,OralAirway,0.299308
BloodPressureCuff,BloodPressureCuff,0.371654
BloodPressureCuff,Bagging,0.62742
ChestTube,ChestTube,0.813831
Intubation,WrapWound,0.674038
Intubation,CheckVitals,0.249139
CheckVitals,BloodPressureCuff,0.312166
Bagging,Bagging,0.977456
WrapWound,PlaceIV,0.472993
CheckVitals,CheckVitals,0.350386
OralAirway,CheckVitals,0.356905
BloodPressureCuff,Bagging,0.435181
ChestTube,ChestTube,0.379518
Bagging,Bagging,0.319438
BloodPressureCuff,BloodPressureCuff,0.514885
CPR,CPR,0.479691
PlaceIV,PlaceIV,0.528616
Intubation,OralAirway,0.831593
Bagging,Bagging,0.802844
Bagging,CheckVitals,0.651483
PlaceIV,PlaceIV,0.4273
Bagging,Bagging,0.796518
ChestTube,CheckVitals,0.515469
CPR,BloodPressureCuff,0.371349
Bagging,Bagging,0.969262
PlaceIV,Tourniquet,0.408115
CPR,CPR,0.959581
CheckVitals,CheckVitals,0.570295
BloodPressureCuff,BloodPressureCuff,0.954492
ChestTube,ChestTube,0.736276
PlaceIV,ChestTube,0.627428
Tourniquet,Bagging,0.533227
PlaceIV,ChestTube,0.512076
OralAirway,CPR,0.50622
ChestTube,Intubation,0.258385
Tourniquet,PlaceIV,0.842467
Bagging,Bagging,0.557895
BloodPressureCuff,Intubation,0.305001
PlaceIV,BloodPressureCuff,0.871342
Tourniquet,Tourniquet,0.994519
Bagging,BloodPressureCuff,0.740762
Intubation,OralAirway,0.443704
PlaceIV,PlaceIV,0.83721
WrapWound,CheckVitals,0.708861
Tourniquet,Tourniquet,0.916657
OralAirway,CheckVitals,0.424829
CheckVitals,CheckVitals,0.829275
Tourniquet,Tourniquet,0.943925
WrapWound,WrapWound,0.381402
OralAirway,BloodPressureCuff,0.38797
PlaceIV,CheckVitals,0.522165
WrapWound,OralAirway,0.268907
ChestTube,CheckVitals,0.621611
CPR,CPR,0.525685
ChestTube,CPR,0.50827
Bagging,CPR,0.624835
Bagging,Bagging,0.871419
BloodPressureCuff,BloodPressureCuff,0.999954
OralAirway,OralAirway,0.758964
BloodPressureCuff,BloodPressureCuff,0.407974
ChestTube,WrapWound,0.724835
ChestTube,CheckVitals,0.646657
CPR,CPR,0.999622
CPR,CPR,0.633061
Bagging,CPR,0.532924
Tourniquet,Tourniquet,0.835952
BloodPressureCuff,BloodPressureCuff,0.773263
CheckVitals,Bagging,0.401133
CPR,CPR,0.607632
Tourniquet,Bagging,0.784261
Intubation,Intubation,0.90598
Intubation,BloodPressureCuff,0.553374
ChestTube,PlaceIV,0.831625
CheckVitals,ChestTube,0.588151
Tourniquet,Tourniquet,0.999287
Tourniquet,Tourniquet,0.798865
OralAirway,ChestTube,0.277284
BloodPressureCuff,Bagging,0.355605
CheckVitals,CheckVitals,0.56926
BloodPressureCuff,BloodPressureCuff,0.868078
BloodPressureCuff,Bagging,0.943834
Tourniquet,CPR,0.954063
Bagging,Bagging,0.617367
CPR,Tourniquet,0.711973
ChestTube,CheckVitals,0.427814
PlaceIV,CheckVitals,0.56735
BloodPressureCuff,BloodPressureCuff,0.800062
Bagging,Bagging,0.983254
Intubation,CheckVitals,0.400305
OralAirway,OralAirway,0.959185
PlaceIV,PlaceIV,0.996813
BloodPressureCuff,Intubation,0.415064
Intubation,OralAirway,0.480201
CheckVitals,Intubation,0.586616
WrapWound,WrapWound,0.75992
CheckVitals,ChestTube,0.382255
Bagging,Bagging,0.854519
ChestTube,Intubation,0.615267
BloodPressureCuff,BloodPressureCuff,0.913443
CheckVitals,OralAirway,0.280257
OralAirway,Intubation,0.269346
CheckVitals,ChestTube,0.45009
Tourniquet,Bagging,0.632665
BloodPressureCuff,CPR,0.51036
WrapWound,WrapWound,0.404706
CPR,CPR,0.999809
BloodPressureCuff,BloodPressureCuff,0.50013
Tourniquet,Tourniquet,0.998947
CPR,CPR,0.911789
BloodPressureCuff,Bagging,0.877059
PlaceIV,PlaceIV,0.980802
Tourniquet,BloodPressureCuff,0.434641
CPR,CPR,0.997058
Intubation,Intubation,0.859418
WrapWound,WrapWound,0.94226
Tourniquet,Tourniquet,0.599088
CheckVitals,CheckVitals,0.483799
OralAirway,Intubation,0.774308
WrapWound,WrapWound,0.99838
BloodPressureCuff,BloodPressureCuff,0.980881
BloodPressureCuff,BloodPressureCuff,0.636638
WrapWound,WrapWound,0.961251
WrapWound,WrapWound,0.921024
WrapWound,WrapWound,0.361742
CheckVitals,CheckVitals,0.379665
Intubation,Tourniquet,0.379279
WrapWound,WrapWound,0.691158
CPR,CPR,0.649563
Bagging,Tourniquet,0.75858
Intubation,Intubation,0.743002
CPR,Tourniquet,0.889069
WrapWound,OralAirway,0.489353
Bagging,Bagging,0.90425
WrapWound,WrapWound,0.99762
Bagging,BloodPressureCuff,0.6989
BloodPressureCuff,CheckVitals,0.252812
OralAirway,OralAirway,0.357625
BloodPressureCuff,Intubation,0.599516
PlaceIV,PlaceIV,0.533932
PlaceIV,PlaceIV,0.600205
ChestTube,ChestTube,0.925253
ChestTube,ChestTube,0.696881
CheckVitals,CheckVitals,0.465346
ChestTube,ChestTube,0.438857
Intubation,Intubation,0.429304
CheckVitals,CheckVitals,0.38139
OralAirway,ChestTube,0.432015
CPR,CPR,0.414887
PlaceIV,PlaceIV,0.833486
ChestTube,CheckVitals,0.392565
OralAirway,OralAirway,0.505478
WrapWound,WrapWound,0.98458
CPR,CPR,0.985821
Tourniquet,Tourniquet,0.884663
CheckVitals,OralAirway,0.456524
WrapWound,WrapWound,0.994825
WrapWound,WrapWound,0.938926
Tourniquet,Tourniquet,0.327654
CheckVitals,CheckVitals,0.475546
Bagging,Bagging,0.885072
BloodPressureCuff,BloodPressureCuff,0.32985
PlaceIV,PlaceIV,0.998717
Intubation,Intubation,0.237944
WrapWound,WrapWound,0.652368
Intubation,Intubation,0.716412
ChestTube,PlaceIV,0.621014
Bagging,BloodPressureCuff,0.742043
ChestTube,ChestTube,0.83653
OralAirway,PlaceIV,0.573528
WrapWound,WrapWound,0.826941
Bagging,Bagging,0.996274
Tourniquet,CPR,0.772116
Tourniquet,Tourniquet,0.940424
CPR,CPR,0.920191
BloodPressureCuff,BloodPressureCuff,0.478413
Intubation,Intubation,0.894747
Intubation,WrapWound,0.518174
PlaceIV,ChestTube,0.616651
CheckVitals,ChestTube,0.285531
Intubation,Intubation,0.576572
Bagging,CPR,0.895283
BloodPressureCuff,Bagging,0.730536
Tourniquet,Tourniquet,0.345655
ChestTube,ChestTube,0.34138
Bagging,Bagging,0.995638
CPR,BloodPressureCuff,0.385908
Tourniquet,Tourniquet,0.965548
OralAirway,PlaceIV,0.4398
CPR,OralAirway,0.33656
CheckVitals,CPR,0.238447
Bagging,BloodPressureCuff,0.675574
CPR,CPR,0.571141
OralAirway,Intubation,0.693226
PlaceIV,PlaceIV,0.999633
Tourniquet,Tourniquet,0.993049
OralAirway,OralAirway,0.624844
Intubation,Intubation,0.983068
PlaceIV,PlaceIV,0.90883
BloodPressureCuff,Bagging,0.972332
PlaceIV,OralAirway,0.348745
BloodPressureCuff,Bagging,0.828041
WrapWound,WrapWound,0.945263
WrapWound,WrapWound,0.668164
Tourniquet,Bagging,0.761245
BloodPressureCuff,BloodPressureCuff,0.950792
Tourniquet,BloodPressureCuff,0.852051
Intubation,PlaceIV,0.702215
Bagging,BloodPressureCuff,0.41066
PlaceIV,PlaceIV,0.988337
Intubation,ChestTube,0.415886
Intubation,CheckVitals,0.488281
ChestTube,ChestTube,0.704713
CPR,CPR,0.880747
Intubation,BloodPressureCuff,0.881062
WrapWound,WrapWound,0.880396
Intubation,Intubation,0.402998
Tourniquet,PlaceIV,0.3532
WrapWound,WrapWound,0.525576
Intubation,ChestTube,0.385059
CheckVitals,CheckVitals,0.299049
BloodPressureCuff,BloodPressureCuff,0.584155
CheckVitals,Tourniquet,0.557949
Tourniquet,Tourniquet,0.843803
Bagging,CPR,0.45047
PlaceIV,PlaceIV,0.847061
Bagging,Bagging,0.676088
Bagging,Bagging,0.850729
OralAirway,OralAirway,0.770099
BloodPressureCuff,BloodPressureCuff,0.995953
CPR,Tourniquet,0.453087
Bagging,Bagging,0.722313
Intubation,Intubation,0.457256
PlaceIV,PlaceIV,0.95025
Tourniquet,BloodPressureCuff,0.946037
CheckVitals,ChestTube,0.356735
WrapWound,WrapWound,0.917647
CPR,CPR,0.543371
Tourniquet,Tourniquet,0.980203
BloodPressureCuff,CheckVitals,0.437368
PlaceIV,PlaceIV,0.6997
CheckVitals,ChestTube,0.66452
PlaceIV,PlaceIV,0.841855
OralAirway,OralAirway,0.84497
ChestTube,OralAirway,0.484608
BloodPressureCuff,Bagging,0.812888
BloodPressureCuff,BloodPressureCuff,0.374879
Intubation,Intubation,0.412648
Tourniquet,Tourniquet,0.634397
CheckVitals,ChestTube,0.642135
OralAirway,CheckVitals,0.549418
BloodPressureCuff,Tourniquet,0.5762
WrapWound,WrapWound,0.970297
Intubation,OralAirway,0.533199
ChestTube,ChestTube,0.524331
CheckVitals,CheckVitals,0.71335
PlaceIV,ChestTube,0.349902
CheckVitals,CheckVitals,0.504014
PlaceIV,PlaceIV,0.950431
Intubation,CheckVitals,0.321757
ChestTube,PlaceIV,0.308973
CheckVitals,CheckVitals,0.527413
CPR,Tourniquet,0.27989
CPR,Tourniquet,0.585348
OralAirway,Intubation,0.356147
Tourniquet,Tourniquet,0.993402
Tourniquet,Tourniquet,0.522395
ChestTube,CheckVitals,0.35068
PlaceIV,Intubation,0.342582
ChestTube,ChestTube,0.388437
BloodPressureCuff,BloodPressureCuff,0.977035
Intubation,Intubation,0.85076
Intubation,Intubation,0.883721
Intubation,Tourniquet,0.236431
Tourniquet,Bagging,0.753204
PlaceIV,PlaceIV,0.889865
CheckVitals,CheckVitals,0.394916
Tourniquet,Tourniquet,0.98671
OralAirway,Intubation,0.470898
CheckVitals,OralAirway,0.353781
ChestTube,ChestTube,0.573279
OralAirway,OralAirway,0.599557
WrapWound,Tourniquet,0.741092
ChestTube,CheckVitals,0.473316
WrapWound,OralAirway,0.259989
CPR,CPR,0.873978
OralAirway,OralAirway,0.485322
CheckVitals,CheckVitals,0.638891
OralAirway,OralAirway,0.667173
OralAirway,PlaceIV,0.975157
CheckVitals,CheckVitals,0.66866
PlaceIV,ChestTube,0.627249
Bagging,Bagging,0.416418
CheckVitals,CheckVitals,0.540178
PlaceIV,PlaceIV,0.592985
Bagging,Bagging,0.920378
BloodPressureCuff,BloodPressureCuff,0.721121
ChestTube,CheckVitals,0.372911
PlaceIV,PlaceIV,0.592711
WrapWound,WrapWound,0.94534
BloodPressureCuff,BloodPressureCuff,0.357109
ChestTube,ChestTube,0.359244
OralAirway,WrapWound,0.342557
Bagging,Bagging,0.533189
WrapWound,WrapWound,0.946957
Bagging,Bagging,0.948883
ChestTube,PlaceIV,0.687886
ChestTube,ChestTube,0.45386
Tourniquet,Bagging,0.489567
Tourniquet,Tourniquet,0.894164
Tourniquet,Tourniquet,0.625758
ChestTube,OralAirway,0.291284
BloodPressureCuff,BloodPressureCuff,0.854528
CPR,CPR,0.931777
BloodPressureCuff,OralAirway,0.519662
Bagging,Bagging,0.53766
CPR,CPR,0.986753
CPR,BloodPressureCuff,0.643971
Bagging,Bagging,0.988476
BloodPressureCuff,BloodPressureCuff,0.493408
Intubation,Intubation,0.871129
Intubation,Intubation,0.574071
BloodPressureCuff,BloodPressureCuff,0.990059
OralAirway,CheckVitals,0.353836
WrapWound,WrapWound,0.955366
ChestTube,CheckVitals,0.389334
OralAirway,OralAirway,0.501417
Tourniquet,Tourniquet,0.959326
OralAirway,OralAirway,0.447489
PlaceIV,PlaceIV,0.403967
Tourniquet,Tourniquet,0.838071
Tourniquet,Bagging,0.487123
OralAirway,OralAirway,0.885752
ChestTube,ChestTube,0.890378
WrapWound,WrapWound,0.997377
WrapWound,WrapWound,0.999637
CPR,CPR,0.987874
ChestTube,ChestTube,0.823762
CheckVitals,ChestTube,0.552112
Bagging,Bagging,0.987661
Tourniquet,Tourniquet,0.990335
ChestTube,PlaceIV,0.355731
Bagging,Bagging,0.977949
ChestTube,ChestTube,0.387524
PlaceIV,PlaceIV,0.997134
BloodPressureCuff,BloodPressureCuff,0.983598
PlaceIV,PlaceIV,0.99501
BloodPressureCuff,BloodPressureCuff,0.971011
ChestTube,CheckVitals,0.308978
BloodPressureCuff,OralAirway,0.610255
BloodPressureCuff,BloodPressureCuff,0.988798
OralAirway,BloodPressureCuff,0.831328
WrapWound,WrapWound,0.914125
Tourniquet,BloodPressureCuff,0.497868
BloodPressureCuff,PlaceIV,0.323723
Tourniquet,WrapWound,0.604112
ChestTube,ChestTube,0.371332
WrapWound,WrapWound,0.997122
WrapWound,WrapWound,0.787427
WrapWound,WrapWound,0.871059
Intubation,Intubation,0.506998
Tourniquet,Bagging,0.934399
BloodPressureCuff,Tourniquet,0.487438
CPR,CPR,0.950725
PlaceIV,PlaceIV,0.418832
WrapWound,WrapWound,0.922011
PlaceIV,PlaceIV,0.970824
ChestTube,ChestTube,0.892558
Tourniquet,Tourniquet,0.885688
CPR,CPR,0.998618
WrapWound,WrapWound,0.636808
Intubation,WrapWound,0.270711
ChestTube,ChestTube,0.7667
ChestTube,ChestTube,0.563831
ChestTube,CheckVitals,0.524676
Bagging,Bagging,0.734055
ChestTube,OralAirway,0.37346
Tourniquet,Tourniquet,0.84368
OralAirway,Bagging,0.60896
WrapWound,WrapWound,0.521139
OralAirway,CheckVitals,0.668006
CheckVitals,CheckVitals,0.710209
Intubation,Intubation,0.905187
BloodPressureCuff,BloodPressureCuff,0.999309
PlaceIV,PlaceIV,0.800973
WrapWound,CheckVitals,0.412198
Intubation,CheckVitals,0.554238
Intubation,OralAirway,0.718898
CheckVitals,ChestTube,0.894626
Tourniquet,Tourniquet,0.894359
PlaceIV,CheckVitals,0.536092
Tourniquet,Tourniquet,0.669648
Intubation,Intubation,0.309122
WrapWound,Intubation,0.419626
PlaceIV,PlaceIV,0.999901
CPR,Bagging,0.949542
CheckVitals,BloodPressureCuff,0.239854
WrapWound,CheckVitals,0.374058
WrapWound,CheckVitals,0.439889
Bagging,Bagging,0.957431
Tourniquet,BloodPressureCuff,0.560036
PlaceIV,PlaceIV,0.998698
ChestTube,CheckVitals,0.380264
OralAirway,OralAirway,0.640122
BloodPressureCuff,BloodPressureCuff,0.749171
Bagging,Bagging,0.798927
OralAirway,Intubation,0.207186
BloodPressureCuff,BloodPressureCuff,0.951913
Tourniquet,Bagging,0.515194
CheckVitals,OralAirway,0.329848
OralAirway,OralAirway,0.588063
Bagging,Bagging,0.989005
Tourniquet,Tourniquet,0.897693
WrapWound,WrapWound,0.797367
Tourniquet,CPR,0.794764
Intubation,Intubation,0.922958
WrapWound,WrapWound,0.933914
CPR,CPR,0.675039
OralAirway,OralAirway,0.703501
PlaceIV,PlaceIV,0.437518
CheckVitals,ChestTube,0.543697
ChestTube,PlaceIV,0.42713
CheckVitals,CheckVitals,0.623024
Bagging,Bagging,0.594145
ChestTube,ChestTube,0.787481
BloodPressureCuff,BloodPressureCuff,0.694269
Intubation,Intubation,0.602671
CPR,CPR,0.993594
WrapWound,WrapWound,0.930253
OralAirway,OralAirway,0.353321
CheckVitals,CheckVitals,0.514103
CheckVitals,CheckVitals,0.774366
Tourniquet,Tourniquet,0.908218
WrapWound,WrapWound,0.983904
Tourniquet,BloodPressureCuff,0.523363
Bagging,Bagging,0.996044
Bagging,Bagging,0.993675
ChestTube,ChestTube,0.537825
Bagging,Bagging,0.526328
WrapWound,OralAirway,0.375174
WrapWound,CheckVitals,0.691841
Intubation,PlaceIV,0.41847
CPR,CPR,0.968904
PlaceIV,PlaceIV,0.65114
PlaceIV,PlaceIV,0.290205
CPR,CPR,0.996353
Intubation,PlaceIV,0.751555
PlaceIV,PlaceIV,0.940917
Tourniquet,Tourniquet,0.890682
Tourniquet,CPR,0.800347
OralAirway,OralAirway,0.832043
OralAirway,PlaceIV,0.994565
CPR,Bagging,0.491505
Intubation,Bagging,0.888755
ChestTube,CheckVitals,0.292828
WrapWound,WrapWound,0.778862
Bagging,CheckVitals,0.51478
PlaceIV,PlaceIV,0.880058
WrapWound,WrapWound,0.399336
Bagging,Bagging,0.974565
CheckVitals,BloodPressureCuff,0.330635
BloodPressureCuff,Bagging,0.764037
ChestTube,Intubation,0.518098
ChestTube,CheckVitals,0.482381
CheckVitals,WrapWound,0.372428
BloodPressureCuff,BloodPressureCuff,0.505585
PlaceIV,PlaceIV,0.996399
Tourniquet,Tourniquet,0.564735
CPR,Tourniquet,0.69183
CheckVitals,CheckVitals,0.630462
OralAirway,OralAirway,0.382372
OralAirway,OralAirway,0.746497
ChestTube,ChestTube,0.776867
CheckVitals,CheckVitals,0.308848
Tourniquet,Tourniquet,0.407776
ChestTube,CheckVitals,0.676715
WrapWound,OralAirway,0.297974
Tourniquet,Tourniquet,0.945262
Intubation,OralAirway,0.777722
CPR,CPR,0.959279
CPR,CPR,0.903388
OralAirway,OralAirway,0.803838
CPR,CPR,0.758211
Tourniquet,Tourniquet,0.913978
OralAirway,ChestTube,0.335585
PlaceIV,PlaceIV,0.999673
WrapWound,Intubation,0.56132
CheckVitals,CheckVitals,0.726506
Bagging,BloodPressureCuff,0.585868
Tourniquet,Tourniquet,0.999434
BloodPressureCuff,BloodPressureCuff,0.99577
CPR,Tourniquet,0.426961
CheckVitals,ChestTube,0.49447
WrapWound,WrapWound,0.998731
CheckVitals,PlaceIV,0.627553
WrapWound,OralAirway,0.341051
CheckVitals,CheckVitals,0.559865
Intubation,OralAirway,0.457377
BloodPressureCuff,BloodPressureCuff,0.577158
CheckVitals,OralAirway,0.860548
CPR,WrapWound,0.412716
BloodPressureCuff,ChestTube,0.765178
ChestTube,ChestTube,0.469675
Tourniquet,Bagging,0.586924
WrapWound,WrapWound,0.993379
OralAirway,CheckVitals,0.292104
Bagging,BloodPressureCuff,0.572025
Tourniquet,Tourniquet,0.819029
WrapWound,Intubation,0.422449
Tourniquet,Tourniquet,0.722839
WrapWound,WrapWound,0.396628
CheckVitals,WrapWound,0.828802
BloodPressureCuff,OralAirway,0.33837
CheckVitals,CheckVitals,0.405511
Intubation,Intubation,0.563143
Intubation,BloodPressureCuff,0.39572
PlaceIV,PlaceIV,0.977749
Bagging,Bagging,0.95402
CheckVitals,CheckVitals,0.625304
Bagging,Bagging,0.731812
Intubation,Intubation,0.455296
PlaceIV,PlaceIV,0.993215
ChestTube,ChestTube,0.606918
PlaceIV,PlaceIV,0.999988
Intubation,Intubation,0.558284
OralAirway,ChestTube,0.386886
Bagging,BloodPressureCuff,0.281066
PlaceIV,PlaceIV,0.512915
OralAirway,OralAirway,0.818503
Intubation,Intubation,0.319017
Tourniquet,ChestTube,0.420474
Bagging,BloodPressureCuff,0.491706
Bagging,Bagging,0.989892
WrapWound,Intubation,0.504453
Bagging,BloodPressureCuff,0.644937
Bagging,Bagging,0.996188
PlaceIV,PlaceIV,0.894059
OralAirway,OralAirway,0.936549
CheckVitals,CheckVitals,0.545447
CheckVitals,CheckVitals,0.582248
Bagging,Bagging,0.561065
OralAirway,OralAirway,0.818644
Tourniquet,Bagging,0.673852
OralAirway,PlaceIV,0.437954
Bagging,Bagging,0.740698
Bagging,Bagging,0.998482
CPR,CPR,0.985406
Bagging,Bagging,0.7532
Intubation,Bagging,0.352452
CPR,CPR,0.938731
CheckVitals,ChestTube,0.213565
WrapWound,WrapWound,0.977023
ChestTube,CheckVitals,0.473701
OralAirway,CheckVitals,0.814487
Intubation,Intubation,0.451392
PlaceIV,PlaceIV,0.92885
Tourniquet,Tourniquet,0.601765
Tourniquet,Bagging,0.813214
OralAirway,Intubation,0.554924
CPR,CPR,0.489379
OralAirway,BloodPressureCuff,0.808978
CPR,CPR,0.984484
CheckVitals,PlaceIV,0.855819
Intubation,ChestTube,0.781365
PlaceIV,PlaceIV,0.996544
BloodPressureCuff,BloodPressureCuff,0.915969
PlaceIV,PlaceIV,0.935051
Tourniquet,WrapWound,0.320449
PlaceIV,PlaceIV,0.979966
WrapWound,Intubation,0.311958
WrapWound,WrapWound,0.906181
Intubation,Intubation,0.601135
ChestTube,CheckVitals,0.606643
Tourniquet,Tourniquet,0.991201
Intubation,BloodPressureCuff,0.576572
Tourniquet,Bagging,0.577104
CPR,CPR,0.99457
Intubation,Intubation,0.795809
Intubation,OralAirway,0.75425
WrapWound,WrapWound,0.790561
Bagging,Bagging,0.933264
Intubation,Intubation,0.458092
CPR,CPR,0.974409
CheckVitals,Tourniquet,0.412784
WrapWound,ChestTube,0.37097
WrapWound,OralAirway,0.367771
BloodPressureCuff,PlaceIV,0.675637
CPR,CPR,0.968262
Intubation,Intubation,0.61019
PlaceIV,OralAirway,0.699017
BloodPressureCuff,Tourniquet,0.55614
ChestTube,CheckVitals,0.637498
OralAirway,OralAirway,0.572813
WrapWound,WrapWound,0.257272
CPR,Tourniquet,0.814125
WrapWound,WrapWound,0.402192
OralAirway,CheckVitals,0.424677
BloodPressureCuff,BloodPressureCuff,0.896777
Intubation,Intubation,0.333401
Intubation,CheckVitals,0.271503
WrapWound,WrapWound,0.943134
BloodPressureCuff,BloodPressureCuff,0.890462
ChestTube,ChestTube,0.745751
Tourniquet,Tourniquet,0.980554
CPR,CPR,0.461825
PlaceIV,PlaceIV,0.93787
WrapWound,WrapWound,0.741677
PlaceIV,PlaceIV,0.929368
BloodPressureCuff,Bagging,0.492636
CheckVitals,CheckVitals,0.654581
