gt,pred,score
Administer IM Medication,Chest-Tube,0.969262
Administer IM Medication,Combat Gauze,0.408115
Administer IM Medication,Administer IO Medication,0.959581
Administer IM Medication,ECG Leads,0.570295
Administer IM Medication,CPR,0.954492
Administer IM Medication,Chest-Tube,0.736276
Administer IM Medication,CPR,0.627428
Administer IM Medication,Administer IM Medication,0.533227
Administer IM Medication,Administer IM Medication,0.512076
Administer IM Medication,CPR,0.50622
Administer IM Medication,Chest-Tube,0.258385
Administer IM Medication,Bagging,0.842467
Administer IM Medication,Chest-Tube,0.557895
Administer IM Medication,ECG Leads,0.305001
Administer IM Medication,Administer IM Medication,0.871342
Administer IM Medication,Administer IM Medication,0.994519
Administer IM Medication,Bagging,0.740762
Administer IM Medication,Administer IM Medication,0.443704
Administer IM Medication,Bagging,0.83721
Administer IM Medication,Administer IM Medication,0.708861
Administer IM Medication,Bagging,0.916657
Administer IM Medication,Administer IM Medication,0.424829
Administer IM Medication,CPR,0.829275
Administer IM Medication,Administer IM Medication,0.943925
Administer IM Medication,Administer IO Medication,0.381402
Administer IM Medication,Administer IM Medication,0.38797
Administer IM Medication,Chest-Tube,0.522165
Administer IM Medication,Administer IM Medication,0.268907
Administer IM Medication,Chest-Tube,0.621611
Administer IM Medication,Administer IM Medication,0.525685
Administer IM Medication,Bagging,0.50827
Administer IM Medication,Bagging,0.624835
Administer IM Medication,CPR,0.871419
Administer IM Medication,Chest-Tube,0.999954
Administer IM Medication,CPR,0.758964
Administer IM Medication,Bagging,0.407974
Administer IM Medication,CPR,0.724835
Administer IM Medication,Administer IM Medication,0.646657
Administer IM Medication,CPR,0.999622
Administer IM Medication,Administer IM Medication,0.633061
Administer IM Medication,Bagging,0.532924
Administer IM Medication,ECG Leads,0.835952
Administer IM Medication,Bagging,0.773263
Administer IM Medication,Administer IM Medication,0.401133
Administer IM Medication,CPR,0.607632
Administer IM Medication,Bagging,0.784261
Administer IM Medication,Administer IM Medication,0.90598
Administer IM Medication,Bagging,0.553374
Administer IM Medication,Administer IM Medication,0.831625
Administer IM Medication,CPR,0.588151
Administer IM Medication,ECG Leads,0.999287
Administer IM Medication,CPR,0.798865
Administer IM Medication,Bagging,0.277284
Administer IM Medication,Bagging,0.355605
Administer IM Medication,Administer IM Medication,0.56926
Administer IM Medication,ECG Leads,0.868078
Administer IM Medication,Administer IM Medication,0.943834
Administer IM Medication,CPR,0.954063
Administer IM Medication,Chest-Tube,0.617367
Administer IM Medication,Administer IM Medication,0.711973
Administer IM Medication,Administer IM Medication,0.427814
Administer IM Medication,Bagging,0.56735
Administer IM Medication,Chest-Tube,0.800062
Administer IM Medication,Bagging,0.983254
Administer IM Medication,Combat Gauze,0.400305
Administer IM Medication,CPR,0.959185
Administer IM Medication,Bagging,0.996813
Administer IM Medication,Chest-Tube,0.415064
Administer IM Medication,CPR,0.480201
Administer IM Medication,Chest-Tube,0.586616
Administer IM Medication,Administer IO Medication,0.75992
Administer IM Medication,ECG Leads,0.382255
Administer IM Medication,Bagging,0.854519
Administer IM Medication,Administer IM Medication,0.615267
Administer IM Medication,Bagging,0.913443
Administer IM Medication,CPR,0.280257
Administer IM Medication,Bagging,0.269346
Administer IM Medication,Administer IO Medication,0.45009
Administer IM Medication,Bagging,0.632665
Administer IM Medication,Bagging,0.51036
Administer IM Medication,Chest-Tube,0.404706
Administer IM Medication,Bagging,0.999809
Administer IM Medication,Administer IO Medication,0.50013
Administer IM Medication,Bagging,0.998947
Administer IM Medication,Administer IM Medication,0.911789
Administer IM Medication,ECG Leads,0.877059
Administer IM Medication,CPR,0.980802
Administer IM Medication,Administer IM Medication,0.434641
Administer IM Medication,CPR,0.997058
Administer IM Medication,CPR,0.859418
Administer IM Medication,Administer IM Medication,0.94226
Administer IM Medication,Chest-Tube,0.599088
Administer IM Medication,ECG Leads,0.483799
Administer IM Medication,Administer IM Medication,0.774308
Administer IM Medication,Administer IM Medication,0.99838
Administer IM Medication,Bagging,0.980881
Administer IM Medication,Administer IM Medication,0.636638
Administer IM Medication,Administer IM Medication,0.961251
Administer IM Medication,Bagging,0.921024
Administer IM Medication,Chest-Tube,0.361742
Administer IM Medication,Administer IM Medication,0.379665
Administer IM Medication,Chest-Tube,0.379279
Administer IM Medication,Combat Tourniquet,0.691158
Administer IM Medication,CPR,0.649563
Administer IM Medication,CPR,0.75858
Administer IM Medication,ECG Leads,0.743002
Administer IM Medication,CPR,0.889069
Administer IM Medication,Administer IM Medication,0.489353
Administer IM Medication,Administer IM Medication,0.90425
Administer IM Medication,Administer IM Medication,0.99762
Administer IM Medication,Chest-Tube,0.6989
Administer IM Medication,Combat Gauze,0.252812
Administer IM Medication,Administer IM Medication,0.357625
Administer IM Medication,Bagging,0.599516
Administer IM Medication,CPR,0.533932
Administer IM Medication,Blood Pressure Cuff,0.600205
Administer IM Medication,Bagging,0.925253
Administer IM Medication,ECG Leads,0.696881
Administer IM Medication,CPR,0.465346
Administer IM Medication,ECG Leads,0.438857
Administer IM Medication,Administer IO Medication,0.429304
Administer IM Medication,Chest-Tube,0.38139
Administer IM Medication,Bagging,0.432015
Administer IM Medication,CPR,0.414887
Administer IM Medication,Bagging,0.833486
Administer IM Medication,CPR,0.392565
Administer IM Medication,Chest-Tube,0.505478
Administer IM Medication,ECG Leads,0.98458
Administer IM Medication,Chest-Tube,0.985821
Administer IM Medication,ECG Leads,0.884663
Administer IM Medication,Administer IM Medication,0.456524
Administer IM Medication,Chest-Tube,0.994825
Administer IM Medication,Bagging,0.938926
Administer IM Medication,Bagging,0.327654
Administer IM Medication,Administer IM Medication,0.475546
Administer IM Medication,Administer IM Medication,0.885072
Administer IM Medication,Administer IM Medication,0.32985
Administer IM Medication,Bagging,0.998717
Administer IM Medication,Administer IM Medication,0.237944
Administer IM Medication,Chest-Tube,0.652368
Administer IM Medication,Bagging,0.716412
Administer IM Medication,Bagging,0.621014
Administer IM Medication,Bagging,0.742043
Administer IM Medication,Administer IM Medication,0.83653
Administer IM Medication,Administer IM Medication,0.573528
Administer IM Medication,Chest-Tube,0.826941
Administer IM Medication,Bagging,0.996274
Administer IM Medication,Bagging,0.772116
Administer IM Medication,Bagging,0.940424
Administer IM Medication,Bagging,0.920191
Administer IM Medication,Administer IM Medication,0.478413
Administer IM Medication,CPR,0.894747
Administer IM Medication,Bagging,0.518174
Administer IM Medication,Bagging,0.616651
Administer IM Medication,Administer IO Medication,0.285531
Administer IM Medication,Chest-Tube,0.576572
Administer IM Medication,Chest-Tube,0.895283
Administer IM Medication,Bagging,0.730536
Administer IM Medication,Bagging,0.345655
Administer IM Medication,Combat Tourniquet,0.34138
Administer IM Medication,Administer IM Medication,0.995638
Administer IM Medication,Administer IM Medication,0.385908
Administer IM Medication,ECG Leads,0.965548
Administer IM Medication,Chest-Tube,0.4398
Administer IM Medication,Administer IM Medication,0.33656
Administer IM Medication,Administer IO Medication,0.238447
Administer IM Medication,Administer IO Medication,0.675574
Administer IM Medication,Bagging,0.571141
Administer IM Medication,Chest-Tube,0.693226
Administer IM Medication,CPR,0.999633
Administer IM Medication,Bagging,0.993049
Administer IM Medication,ECG Leads,0.624844
Administer IM Medication,Administer IM Medication,0.983068
Administer IM Medication,Administer IM Medication,0.90883
Administer IM Medication,CPR,0.972332
Administer IM Medication,Chest-Tube,0.348745
Administer IM Medication,Administer IM Medication,0.828041
Administer IM Medication,Bagging,0.945263
Administer IM Medication,ECG Leads,0.668164
Administer IM Medication,Bagging,0.761245
Administer IM Medication,Administer IM Medication,0.950792
Administer IM Medication,CPR,0.852051
Administer IM Medication,Administer IM Medication,0.702215
Administer IM Medication,Combat Gauze,0.41066
Administer IM Medication,Chest-Tube,0.988337
Administer IM Medication,CPR,0.415886
Administer IM Medication,CPR,0.488281
Administer IM Medication,Administer IM Medication,0.704713
Administer IM Medication,ECG Leads,0.880747
Administer IM Medication,Administer IO Medication,0.881062
Administer IM Medication,Chest-Tube,0.880396
Administer IM Medication,CPR,0.402998
Administer IM Medication,Bagging,0.3532
Administer IM Medication,Chest-Tube,0.525576
Administer IM Medication,Bagging,0.385059
Administer IM Medication,Bagging,0.299049
Administer IM Medication,Bagging,0.584155
Administer IM Medication,CPR,0.557949
Administer IM Medication,Bagging,0.843803
Administer IM Medication,Bagging,0.45047
Administer IM Medication,Combat Tourniquet,0.847061
Administer IM Medication,Administer IM Medication,0.676088
Administer IM Medication,Administer IO Medication,0.850729
Administer IM Medication,Combat Gauze,0.770099
Administer IM Medication,Bagging,0.995953
Administer IM Medication,Bagging,0.453087
Administer IM Medication,CPR,0.722313
Administer IM Medication,Administer IM Medication,0.457256
Administer IM Medication,Chest-Tube,0.95025
Administer IM Medication,Combat Gauze,0.946037
Administer IM Medication,Administer IM Medication,0.356735
Administer IM Medication,Administer IM Medication,0.917647
Administer IM Medication,Bagging,0.543371
Administer IM Medication,Administer IM Medication,0.980203
Administer IM Medication,Chest-Tube,0.437368
Administer IM Medication,Bagging,0.6997
Administer IM Medication,Bagging,0.66452
Administer IM Medication,Administer IM Medication,0.841855
Administer IM Medication,Administer IM Medication,0.84497
Administer IM Medication,CPR,0.484608
Administer IM Medication,Chest-Tube,0.812888
Administer IM Medication,Bagging,0.374879
Administer IM Medication,CPR,0.412648
Administer IM Medication,CPR,0.634397
Administer IM Medication,ECG Leads,0.642135
Administer IM Medication,Combat Gauze,0.549418
Administer IM Medication,Bagging,0.5762
Administer IM Medication,CPR,0.970297
Administer IM Medication,CPR,0.533199
Administer IM Medication,Bagging,0.524331
Administer IM Medication,Chest-Tube,0.71335
Administer IM Medication,Administer IO Medication,0.349902
Administer IM Medication,Bagging,0.504014
Administer IM Medication,CPR,0.950431
Administer IM Medication,Bagging,0.321757
Administer IM Medication,Chest-Tube,0.308973
Administer IM Medication,Administer IO Medication,0.527413
Administer IM Medication,Administer IM Medication,0.27989
Administer IM Medication,Administer IM Medication,0.585348
Administer IM Medication,Combat Gauze,0.356147
Administer IM Medication,Bagging,0.993402
Administer IM Medication,CPR,0.522395
Administer IM Medication,ECG Leads,0.35068
Administer IM Medication,Administer IM Medication,0.342582
Administer IM Medication,Bagging,0.388437
Administer IM Medication,Combat Tourniquet,0.977035
Administer IM Medication,Chest-Tube,0.85076
Administer IM Medication,Administer IM Medication,0.883721
Administer IM Medication,Bagging,0.236431
Administer IM Medication,CPR,0.753204
Administer IM Medication,Chest-Tube,0.889865
Administer IM Medication,Bagging,0.394916
Administer IM Medication,Bagging,0.98671
Administer IM Medication,Bagging,0.470898
Administer IM Medication,ECG Leads,0.353781
Administer IM Medication,Chest-Tube,0.573279
Administer IM Medication,Bagging,0.599557
Administer IM Medication,Administer IM Medication,0.741092
Administer IM Medication,Chest-Tube,0.473316
Administer IM Medication,Administer IM Medication,0.259989
Administer IM Medication,Chest-Tube,0.873978
Administer IM Medication,Chest-Tube,0.485322
Administer IM Medication,Chest-Tube,0.638891
Administer IM Medication,Bagging,0.667173
Administer IM Medication,CPR,0.975157
Administer IM Medication,Bagging,0.66866
Administer IM Medication,CPR,0.627249
Administer IM Medication,ECG Leads,0.416418
Administer IM Medication,Chest-Tube,0.540178
Administer IM Medication,Bagging,0.592985
Administer IM Medication,ECG Leads,0.920378
Administer IM Medication,Bagging,0.721121
Administer IM Medication,Administer IM Medication,0.372911
Administer IM Medication,CPR,0.592711
Administer IM Medication,CPR,0.94534
Administer IM Medication,CPR,0.357109
Administer IM Medication,Administer IO Medication,0.359244
Administer IM Medication,Combat Gauze,0.342557
Administer IM Medication,Administer IO Medication,0.533189
Administer IM Medication,CPR,0.946957
Administer IM Medication,Bagging,0.948883
Administer IM Medication,Administer IM Medication,0.687886
Administer IM Medication,CPR,0.45386
Administer IM Medication,Bagging,0.489567
Administer IM Medication,Bagging,0.894164
Administer IM Medication,CPR,0.625758
Administer IM Medication,CPR,0.291284
Administer IM Medication,Administer IM Medication,0.854528
Administer IM Medication,Bagging,0.931777
Administer IM Medication,CPR,0.519662
Administer IM Medication,Administer IM Medication,0.53766
Administer IM Medication,Bagging,0.986753
Administer IM Medication,Bagging,0.643971
Administer IM Medication,Bagging,0.988476
Administer IM Medication,CPR,0.493408
Administer IM Medication,CPR,0.871129
Administer IM Medication,Administer IM Medication,0.574071
Administer IM Medication,Administer IM Medication,0.990059
Administer IM Medication,Administer IM Medication,0.353836
Administer IM Medication,Chest-Tube,0.955366
Administer IM Medication,Administer IO Medication,0.389334
Administer IM Medication,Chest-Tube,0.501417
Administer IM Medication,Administer IM Medication,0.959326
Administer IM Medication,Chest-Tube,0.447489
Administer IM Medication,Bagging,0.403967
Administer IM Medication,Administer IO Medication,0.838071
Administer IM Medication,CPR,0.487123
Administer IM Medication,Chest-Tube,0.885752
Administer IM Medication,Bagging,0.890378
Administer IM Medication,ECG Leads,0.997377
Administer IM Medication,CPR,0.999637
Administer IM Medication,Bagging,0.987874
Administer IM Medication,Administer IM Medication,0.823762
Administer IM Medication,Administer IO Medication,0.552112
Administer IM Medication,Administer IM Medication,0.987661
Administer IM Medication,Administer IM Medication,0.990335
Administer IM Medication,Bagging,0.355731
Administer IM Medication,CPR,0.977949
Administer IM Medication,CPR,0.387524
Administer IM Medication,ECG Leads,0.997134
Administer IM Medication,Bagging,0.983598
Administer IM Medication,Bagging,0.99501
Administer IM Medication,Chest-Tube,0.971011
Administer IM Medication,Bagging,0.308978
Administer IM Medication,CPR,0.610255
Administer IM Medication,Bagging,0.988798
Administer IM Medication,Chest-Tube,0.831328
Administer IM Medication,Administer IM Medication,0.914125
Administer IM Medication,Bagging,0.497868
Administer IM Medication,CPR,0.323723
Administer IM Medication,ECG Leads,0.604112
Administer IM Medication,Bagging,0.371332
Administer IM Medication,Administer IM Medication,0.997122
Administer IM Medication,Bagging,0.787427
Administer IM Medication,Administer IM Medication,0.871059
Administer IM Medication,Bagging,0.506998
Administer IM Medication,CPR,0.934399
Administer IM Medication,Bagging,0.487438
Administer IM Medication,Bagging,0.950725
Administer IM Medication,CPR,0.418832
Administer IM Medication,Administer IM Medication,0.922011
Administer IM Medication,Administer IM Medication,0.970824
Administer IM Medication,CPR,0.892558
Administer IM Medication,Bagging,0.885688
Administer IM Medication,Administer IM Medication,0.998618
Administer IM Medication,Administer IM Medication,0.636808
Administer IM Medication,Bagging,0.270711
Administer IM Medication,Administer IM Medication,0.7667
Administer IM Medication,Administer IM Medication,0.563831
Administer IM Medication,Administer IM Medication,0.524676
Administer IM Medication,Administer IO Medication,0.734055
Administer IM Medication,Administer IM Medication,0.37346
Administer IM Medication,Blood Pressure Cuff,0.84368
Administer IM Medication,CPR,0.60896
Administer IM Medication,ECG Leads,0.521139
Administer IM Medication,Chest-Tube,0.668006
Administer IM Medication,Chest-Tube,0.710209
Administer IM Medication,CPR,0.905187
Administer IM Medication,Bagging,0.999309
Administer IM Medication,Bagging,0.800973
Administer IM Medication,CPR,0.412198
Administer IM Medication,CPR,0.554238
Administer IM Medication,Bagging,0.718898
Administer IM Medication,Combat Gauze,0.894626
Administer IM Medication,CPR,0.894359
Administer IM Medication,Administer IO Medication,0.536092
Administer IM Medication,Administer IM Medication,0.669648
Administer IM Medication,Administer IM Medication,0.309122
Administer IM Medication,CPR,0.419626
Administer IM Medication,Administer IM Medication,0.999901
Administer IM Medication,Bagging,0.949542
Administer IM Medication,ECG Leads,0.239854
Administer IM Medication,Administer IM Medication,0.374058
Administer IM Medication,CPR,0.439889
Administer IM Medication,CPR,0.957431
Administer IM Medication,Administer IM Medication,0.560036
Administer IM Medication,Bagging,0.998698
Administer IM Medication,Bagging,0.380264
Administer IM Medication,ECG Leads,0.640122
Administer IM Medication,CPR,0.749171
Administer IM Medication,Administer IM Medication,0.798927
Administer IM Medication,Administer IO Medication,0.207186
Administer IM Medication,Administer IM Medication,0.951913
Administer IM Medication,Administer IM Medication,0.515194
Administer IM Medication,Bagging,0.329848
Administer IM Medication,Administer IM Medication,0.588063
Administer IM Medication,Administer IM Medication,0.989005
Administer IM Medication,Bagging,0.897693
Administer IM Medication,ECG Leads,0.797367
Administer IM Medication,ECG Leads,0.794764
Administer IM Medication,Administer IM Medication,0.922958
Administer IM Medication,Administer IM Medication,0.933914
Administer IM Medication,Bagging,0.675039
Administer IM Medication,Administer IM Medication,0.703501
Administer IM Medication,Chest-Tube,0.437518
Administer IM Medication,Chest-Tube,0.543697
Administer IM Medication,Bagging,0.42713
Administer IM Medication,ECG Leads,0.623024
Administer IM Medication,Administer IM Medication,0.594145
Administer IM Medication,Bagging,0.787481
Administer IM Medication,Bagging,0.694269
Administer IM Medication,ECG Leads,0.602671
Administer IM Medication,Bagging,0.993594
Administer IM Medication,Chest-Tube,0.930253
Administer IM Medication,Administer IM Medication,0.353321
Administer IM Medication,Bagging,0.514103
Administer IM Medication,Administer IM Medication,0.774366
Administer IM Medication,Combat Tourniquet,0.908218
Administer IM Medication,Administer IM Medication,0.983904
Administer IM Medication,Administer IO Medication,0.523363
Administer IM Medication,Administer IM Medication,0.996044
Administer IM Medication,CPR,0.993675
Administer IM Medication,Bagging,0.537825
Administer IM Medication,Bagging,0.526328
Administer IM Medication,Bagging,0.375174
Administer IM Medication,CPR,0.691841
Administer IM Medication,Bagging,0.41847
Administer IM Medication,Administer IO Medication,0.968904
Administer IM Medication,Bagging,0.65114
Administer IM Medication,Bagging,0.290205
Administer IM Medication,Chest-Tube,0.996353
Administer IM Medication,ECG Leads,0.751555
Administer IM Medication,Bagging,0.940917
Administer IM Medication,Bagging,0.890682
Administer IM Medication,ECG Leads,0.800347
Administer IM Medication,Chest-Tube,0.832043
Administer IM Medication,Administer IM Medication,0.994565
Administer IM Medication,Bagging,0.491505
Administer IM Medication,Administer IM Medication,0.888755
Administer IM Medication,Administer IM Medication,0.292828
Administer IM Medication,Bagging,0.778862
Administer IM Medication,Chest-Tube,0.51478
Administer IM Medication,Administer IO Medication,0.880058
Administer IM Medication,CPR,0.399336
Administer IM Medication,Chest-Tube,0.974565
Administer IM Medication,ECG Leads,0.330635
Administer IM Medication,Combat Gauze,0.764037
Administer IM Medication,CPR,0.518098
Administer IM Medication,Bagging,0.482381
Administer IM Medication,Chest-Tube,0.372428
Administer IM Medication,Administer IO Medication,0.505585
Administer IM Medication,Bagging,0.996399
Administer IM Medication,Combat Tourniquet,0.564735
Administer IM Medication,Administer IM Medication,0.69183
Administer IM Medication,Bagging,0.630462
Administer IM Medication,ECG Leads,0.382372
Administer IM Medication,Combat Gauze,0.746497
Administer IM Medication,Bagging,0.776867
Administer IM Medication,Bagging,0.308848
Administer IM Medication,Chest-Tube,0.407776
Administer IM Medication,CPR,0.676715
Administer IM Medication,Administer IM Medication,0.297974
Administer IM Medication,Bagging,0.945262
Administer IM Medication,ECG Leads,0.777722
Administer IM Medication,Bagging,0.959279
Administer IM Medication,Administer IM Medication,0.903388
Administer IM Medication,Bagging,0.803838
Administer IM Medication,CPR,0.758211
Administer IM Medication,Bagging,0.913978
Administer IM Medication,Chest-Tube,0.335585
Administer IM Medication,Administer IO Medication,0.999673
Administer IM Medication,ECG Leads,0.56132
Administer IM Medication,Chest-Tube,0.726506
Administer IM Medication,Bagging,0.585868
Administer IM Medication,Administer IO Medication,0.999434
Administer IM Medication,Bagging,0.99577
Administer IM Medication,ECG Leads,0.426961
Administer IM Medication,CPR,0.49447
Administer IM Medication,Administer IO Medication,0.998731
Administer IM Medication,Chest-Tube,0.627553
Administer IM Medication,Bagging,0.341051
